ID,Chacter1,Person1,Chacter2,Person2,Chacter3,Person3,Chacter4,Person4,Chacter5,Person5,Chacter6,Person6
2043,Alex Cross,Morgan Freeman,Jezzie Flannigan,Monica Potter,Garry Sone,Michael Wincott,Ollie McArthur,Dylan Baker,Megan Rose,Mika Boorem,Dimitri Storodubov,Anton Yelchin
2044,Alex Wyler,Keanu Reeves,Kate Forster,Sandra Bullock,Anna Klyczynski,Shohreh Aghdashloo,Simon Wyler,Christopher Plummer,Henry Wyler,Ebon Moss-Bachrach,Kate`s Mother,Willeke van Ammelrooy
2045,Dr. David Krane,Ray Liotta,Dr. Martha Briggs,Linda Fiorentino,Don Bresler,Peter Coyote,Stewart Gleick,Christopher McDonald,Curtis Avery,David Paymer,Michael Stratton,Duncan Fraser
2046,Annie Wilson,Cate Blanchett,Buddy Cole,Giovanni Ribisi,Donnie Barksdale,Keanu Reeves,Jessica King,Katie Holmes,Wayne Collins,Greg Kinnear,Valerie Barksdale,Hilary Swank
2047,Karen McCoy,Kim Basinger,J.T. Baker,Val Kilmer,Jack Schmidt,Terence Stamp,Guard,David Dwyer,Gary Buckner,Gailard Sartain,Patrick,Zach English
2048,Del Spooner,Will Smith,Susan Calvin,Bridget Moynahan,Sonny,Alan Tudyk,Dr. Alfred Lanning,James Cromwell,Lawrence Robertson,Bruce Greenwood,Farber,Shia LaBeouf
2049,himself,Edward Espe Brown,herself,Doris Dörrie,,,,,,,,
2054,Glenn Holland,Richard Dreyfuss,Iris Holland,Glenne Headly,Bill Meister,Jay Thomas,Principal Helen Jacobi,Olympia Dukakis,Vice Principal Gene Wolters,William H. Macy,Gertrude Lang,Alicia Witt
2055,Charley Waite,Kevin Costner,Boss Spearman,Robert Duvall,Denton Baxter,Michael Gambon,Percy,Michael Jeter,Button,Diego Luna,Sheriff Poole,James Russo
2056,Finbar McBride,Peter Dinklage,Olivia Harris,Patricia Clarkson,Joe Oramas,Bobby Cannavale,Emily,Michelle Williams,Cleo (neighbor girl),Raven Goodwin,Carl,Josh Pais
2057,Julia Russell/Bonnie Castle,Angelina Jolie,Luis Antonio Vargas,Antonio Banderas,Colonel Worth,Gregory Itzin,Alan Jordan,Jack Thompson,Augusta Jordan,Allison Mackie,Sara,Joan Pringle
2058,Maggie,Meg Ryan,Sam,Matthew Broderick,Linda Green,Kelly Preston,Anton Depeux,Tchéky Karyo,Nana,Maureen Stapleton,Ed Green,Nesbitt Blaisdell
2059,Ben Gates,Nicolas Cage,Abigail Chase,Diane Kruger,Riley Poole,Justin Bartha,Ian Howe,Sean Bean,Patrick Gates,Jon Voight,Sadusky,Harvey Keitel
2060,Anne Torrini,Christine Pascal,Bernard Rougerie,Michel Piccoli,Pierre,Michel Aumont,Marcel Bonfils,Gérard Jugnot,Catherine Rougerie,Arlette Bonnard,Patrice Joffroy,Gérard Zimmermann
2061,Frank,Kim Bodnia,Tonny,Mads Mikkelsen,Vic,Laura Drasbæk,Milo,Zlatko Burić,Radovan,Slavko Labović,Hasse,Peter Andersson
2062,Remy,Patton Oswalt,Linguini,Lou Romano,Colette,Janeane Garofalo,Skinner,Ian Holm,Emile,Peter Sohn,Django,Brian Dennehy
2064,Lucy Eleanor Moderatz,Sandra Bullock,Jack Callaghan,Bill Pullman,Peter Callaghan,Peter Gallagher,Ox Callaghan,Peter Boyle,Saul,Jack Warden,Elsie,Glynis Johns
2065,Elsa,Sandrine Bonnaire,Lucas,Vincent Lindon,Roland,François Berléand,Jeanne Larozière,Liane Foly,Rachid,Kad Merad,Brigitte,Guilaine Londez
2067,Jim McConnell,Gary Sinise,Woodrow 'Woody' Blake,Tim Robbins,Luke Graham,Don Cheadle,Terri Fisher,Connie Nielsen,Phil Ohlmyer,Jerry O'Connell,Sergei Kirov,Peter Outerbridge
2069,"Jimmy ""The Tulip"" Tudeski",Bruce Willis,"Nicholas ""Oz"" Oseransky",Matthew Perry,Sophie Oseransky,Rosanna Arquette,"Franklin ""Frankie Figs"" Figueroa",Michael Clarke Duncan,Janni Pytor Gogolak,Kevin Pollak,Special Agent Steve Hanson,Harland Williams
2070,"Marina Zenavo (segment ""La visita"")",Ursula Andress,"Yolante Gangi (Segment ""L'armadio Di Troia"")",Barbara Bouchet,"Marco Antonioni (segment ""La visita"")",Johnny Dorelli,"Gianni Busacca (Segment ""L'armadio Di Troia"")",Alberto Lionello,"The Private Detective (segment ""Il detective"")",Aldo Maccione,"Dante Zatteroni / Danteska Zatteroskaja (segment ""La squadra di calcio"")",Enrico Montesano
2071,Dan Merrick,Tom Berenger,Gus Klein,Bob Hoskins,Judith Merrick,Greta Scacchi,Jenny Scott,Joanne Whalley,Jeb Scott,Corbin Bernsen,Nancy Mercer,Debi A. Monahan
2072,Nick James,Michael Dudikoff,Dr. Alex Royce,Suki Kaiser,Nassim,Brion James,Travis,James Thom,Moghan,Topaz Hasfal-Schou,Numb,Garvin Cross
2074,Mel Coplin,Ben Stiller,Nancy Coplin,Patricia Arquette,Tina Kalb,Téa Leoni,Pearl Coplin,Mary Tyler Moore,Richard Schlichting,Alan Alda,Ed Coplin,George Segal
2075,Charley Partanna,Jack Nicholson,Irene Walker,Kathleen Turner,Eduardo Prizzi,Robert Loggia,Don Corrado Prizzi,William Hickey,Dominic Prizzi,Lee Richardson,"Rosario Filargi "" Finlay """,Michael Lombard
2076,Seith Georg,Tom Sizemore,Sophie Zieten,Sherilyn Fenn,Michael Barnes,Dave Foley,Cisco,Conrad Pla,Curtis Locke,Alain Goulem,Lt. Dan Archer,Alan Fawcett
2077,A. Waiter,Charles Chaplin,The Girl,Edna Purviance,Her Father,James T. Kelley,Mr. Stout,Eric Campbell,Guest,Lloyd Bacon,The Cook,Albert Austin
2078,Pawnshop Assistant,Charles Chaplin,Pawnbroker,Henry Bergman,Pawnbroker Daughter,Edna Purviance,Pawnshop Assistant,John Rand,Clock Client,Albert Austin,Ring Client,Wesley Ruggles
2079,Tailors apprentiee,Charles Chaplin,Tailor,Eric Campbell,Miss Moneybags,Edna Purviance,o. A.,Henry Bergman,Young Girl,Leota Bryan,Policeman,Frank J. Coleman
2080,Logan / Wolverine,Hugh Jackman,Victor Creed / Sabretooth,Liev Schreiber,Stryker,Danny Huston,Kayla Silverfox / Silver Fox,Lynn Collins,Wade Wilson / Deadpool,Ryan Reynolds,John Wraith / Kestrel,Will.i.am
2082,Dr. Loomis,Malcolm McDowell,Sheriff Leigh Brackett,Brad Dourif,Michael Myers (young),Daeg Faerch,Michael Myers,Tyler Mane,Laurie Strode,Scout Taylor-Compton,Deborah Myers,Sheri Moon Zombie
2083,Cooper,Tammi Torpedo,Deborah Levin,U. Rabbit,Shikun,Hironori Matsuzaki,Ammering,Gerhard Gutberlet,Joe Obermann,Nicholas Young,Jason,Mark Hentschel
2084,Sophie alias Nadia,Nicole Kidman,John,Ben Chaplin,Alexei,Vincent Cassel,Yuri,Mathieu Kassovitz,Clare,Kate Lynn Evans,Bank Manager,Stephen Mangan
2085,Hang Sing,李连杰,Trish O`Day,Aaliyah,Mac,Isaiah Washington,Kai,Russell Wong,Silk,DMX,Isaak O`Day,Delroy Lindo
2086,Gene Watson,Johnny Depp,Lynn Watson,Courtney Chase,Hucy,Charles S. Dutton,Mr. Smith,Christopher Walken,Ms. Jones,Roma Maffia,Brendan Grant,Peter Strauss
2087,Carter Doc McCoy,Alec Baldwin,Carol McCoy,Kim Basinger,Budy Travis,Michael Madsen,Jack Benyon,James Woods,Jim Deer Jackson,David Morse,Fran Carvey,Jennifer Tilly
2088,Jack Grimaldi,Gary Oldman,Mona Demarkov,Lena Olin,Natalie Grimaldi,Annabella Sciorra,Sheri,Juliette Lewis,Don Falcone,Roy Scheider,Scally,David Proval
2089,Red Line,Tom Berenger,"Agent Victor "" Vic "" Cooper",Stephen Baldwin,"Randy "" Turbo "" Kingston",Dennis Rodman,Star,Maxine Bahns,Lt. Brian Margate,Ron Silver,Boom-Boom,Roy Ageloff
2090,Jack,Luke Perry,C-Note,Ice-T,Moe,Richmond Arquette,Lucy,Amy Locane,Chuck,David Faustino,Junior,Billy Rieck
2091,Sheriff Darl,Billy Bob Thornton,Scarlett,Patricia Arquette,Carla Hardwick,Sela Ward,The Judge,William Devane,Deputy Jackson,Marcus Lyle Brown,Deputy C.B.,Ray McKinnon
2092,David Dunsmore,Sam Page,Georgie,Natassia Malthe,Mohamed Aziz,David Gant,Sofia,Lidea Ruth,Robert Dunsmore,Michael Maxwell,Alejandro,Roger Pera
2093,Eric Visser,Huub Stapel,Laura,Monique van de Ven,Vermeer,Serge-Henri Valcke,Potter,Tanneke Hartzuiker,John,Wim Zomer,Ruysdael,Hidde Maas
2094,Charlie Rogers,Elvis Presley,Maggie Morgan,Barbara Stanwyck,Joe Lean,Leif Erickson,Cathy Lean,Joan Freeman,Madame Mijanou,Sue Ane Langdon,Harry Carver,Pat Buttram
2095,Arthur Banks,Kiefer Sutherland,Bennie Harper,Melora Walters,Larson,Shawn Woods,Thug in Black,Christopher Bersh,Dora,Rachel Ticotin,Lou,Beth Grant
2096,Dr. Michael McCann,Randy Quaid,Menkees,Todd Allen,Com. Scott,Blake Clark,Jamie Crawford,Sarah Dalton,Stevens,Sonny D'Angelo,Helen Crawford,Sandra Francis
2097,Hiroshi Kurosaki,Tamio Kawaji,Itoko Koyanagi, Yōko Yamamoto,Daize Tonooka,Yuji Okada,Mashida,Kôji Wada,George Inoue,Tatsuya Fuji,President Funazu,Keisuke Inoue
2098,Lucky Jackson,Elvis Presley,Rusty Martin,Ann-Margret,Mr. Martin,William Demarest,Shorty Fansworth,Nicky Blair,Count Elmo Mancini,Cesare Danova,Showgirl,Teri Garr
2099,Mark Kaminski alias Joseph P. Brenner,Arnold Schwarzenegger,Monique,Kathryn Harrold,Chief Harry Shannon,Darren McGavin,Luigi Patrovita,Sam Wanamaker,Paulo Rocca,Paul Shenar,Martin Lamanski,Steven Hill
2100,Lt. Gen. Eugene Irwin,Robert Redford,Col. Winter,James Gandolfini,Yates,Mark Ruffalo,Cap. Peretz,Steve Burton,Gen. Wheeler,Delroy Lindo,Dellwo,Paul Calderon
2101,Frather Howard,Martin Balsam,Jenny,Agostina Belli,Evelyn,Silvia Tortosa,Colonel Grant,William Berger,General Bradley,Eduardo Fajardo,,Luis Barboo
2102,Steve Kelso,Tim Matheson,Adm. Skeet Kelso,Charlton Heston,Arnold Teague,Peter Boyle,Alex Noffe,Annabel Schofield,Miki Kelso,Corin Nemec,Ken Minami,Tetsuya Bessho
2103,Chris Kelvin,George Clooney,Rheya,Natascha McElhone,Gordon,Viola Davis,Snow,Jeremy Davies,Gibarian,Ulrich Tukur,Friend,Michael Ensign
2104,Gippé,Jo Prestia,Rafik,Jean-Louis Loca,Poupousse,Marc Chapiteau,Marcus,Moussa Maaskri,Christian,Patrick Dell'Isola,Carla,Julie-Anne Roth
2105,Jim Levenstein,Jason Biggs,Chris 'Oz' Ostreicher,Chris Klein,Kevin Meyers,Thomas Ian Nicholas,Michelle Flaherty,Alyson Hannigan,Nadia,Shannon Elizabeth,Victoria 'Vicky' Lathum,Tara Reid
2106,Nicholas Whistler,Dirk Bogarde,Vlasta Simoneva,Sylva Koscina,Col. Cunliffe,Robert Morley,Simoneva,Leo McKern,Josef,Roger Delgado,Sun Bathing Man,Derek Fowlds
2107,Harris K. Telemacher,Steve Martin,SanDeE,Sarah Jessica Parker,Sara McDowel,Victoria Tennant,Roland Mackey,Richard E. Grant,Trudi,Marilu Henner,Ariel,Susan Forristal
2108,"Andrew ""Andy"" Clark",Emilio Estevez,Brian Ralph Johnson,Anthony Michael Hall,John Bender,Judd Nelson,Claire Standish,Molly Ringwald,Richard Vernon,Paul Gleason,Allison Reynolds,Ally Sheedy
2109,Chief Insp. Lee,Jackie Chan,Detec. James Carter,Chris Tucker,Sang,Ken Leung,Thomas Griffin,Tom Wilkinson,Consul Han,Tzi Ma,Clive Cod,Chris Penn
2110,Hubert Fiorentini,Jean Reno,Yumi Yoshimido,Ryoko Hirosue,"Maurice ""Momo""",Michel Muller,Sofia,Carole Bouquet,Takanawa,Yoshi Oida,Le Squale,Christian Sinniger
2111,La petite tailleuse chinoise,Zhou Xun,Luo,Chen Kun,Dai,Liu Ye,le vieux tailleur,Xu Zu,,Shuangbao Wang,,
2112,Porter,Mel Gibson,Bronson,Kris Kristofferson,Val Resnick,Gregg Henry,Rosie,Maria Bello,Arthur Stegman,David Paymer,Det. Hicks,Bill Duke
2114,Dr. Cid (voice),Donald Sutherland,Dr. Aki Ross (voice),Ming-Na Wen,Cap. Gray Edwards (voice),Alec Baldwin,Sgt. Ryan Whitaker (voice),Ving Rhames,Off. Neil Fleming (voice),Steve Buscemi,Off. Jane Proudfoot (voice),Peri Gilpin
2115,Joe Rasnick,Michael J. Fox,Janette Rasnick,Gena Rowlands,Patti Rasnick,Joan Jett,Bu Montgomery,Michael McKean,Smittie,Thomas G. Waites,Gene Bodine,Michael Dolan
2116,"Matthias "" Lee "" Whitlock",Denzel Washington,Alex Diaz Whitlock,Eva Mendes,Ann Merai Harrison,Sanaa Lathan,Chae,John Billingsley,Chris Harrison,Dean Cain,Cabot,Alex Carter
2117,Sophie Magdalena Scholl,Julia Jentsch,Hans Scholl,Fabian Hinrichs,Robert Mohr,Alexander Held,Else Gebel,Johanna Gastdorf,Richter Dr. Roland Freisler,André Hennicke,Christoph Probst,Florian Stetter
2118,Det. Sgt. Jack Vincennes,Kevin Spacey,"Det. Lt. Edmund Jennings "" Ed "" Exley",Guy Pearce,Sid Hudgens,Danny DeVito,Cap. Dudley Liam Smith,James Cromwell,Lynn Bracken,Kim Basinger,Bud White,Russell Crowe
2119,Cole Trickle,Tom Cruise,Harry Hogge,Robert Duvall,Dr. Claire Lewicki,Nicole Kidman,Tim Dalander,Randy Quaid,Russ Weehler,Cary Elwes,Big John,Fred Dalton Thompson
2120,Cedric ( voice ),Bernhard Hoëcker,Der Tod ( voice ),Jochen Malmsheimer,Dr. Quuh ( voice ),Hennes Bender,Der Fahrstuhl ( voice ),Eva Danner,TV Sprecher ( voice ),Rolf Buschpeter,,
2122,Jimmy,Bruce Willis,Oz,Matthew Perry,Jill,Amanda Peet,Lazlo,Kevin Pollak,Strabo,Frank Collison,Zevo,Johnny Messner
2123,Off. Charlie Baileygates/Hank Evans,Jim Carrey,Irene P. Waters,Renée Zellweger,Jamaal Baileygates,Anthony Anderson,Colonel Partington,Robert Forster,Agent Boshane,Richard Jenkins,Agent Peterson,Zen Gesner
2124,Dr. Bill Capa,Bruce Willis,Rose,Jane March,Lt. Hector Martinez,Rubén Blades,Sondra Dorio,Lesley Ann Warren,Dr. Bob Moore,Scott Bakula,Clark,Brad Dourif
2125,Frank Warren,Rutger Hauer,Tracy Riggs,Mimi Rogers,Noelle,Joan Chen,Sam,James Remar,Warden Holliday,Stephen Tobolowsky,Emerald,Basil Wallace
2126,Peter,Mark Keller,Gwen,Jasmin Gerat,Decker,Burkhard Driest,TV Sprecherin,Katja Burkard,TV Sprecher,Wolfram Kons,Sickenberger,Ralph Morgenstern
2131,Cap. Britanov,Rutger Hauer,Aurora Skipper,Martin Sheen,Admiral Chernavin,Max von Sydow,Pshenishny,Colm Feore,Sergei Preminin,Rob Campbell,Admiral Quinn,Harris Yulin
2132,Meg Peters,Krista Allen,Liv Watson,Maeve Quinlan,Van Martin,Michael Bublé,Brad Wilson,Brody Hutzler,Ramona,Mindy Sterling,Scool Director,Charlene Tilton
2133,Capt. Billy Tyne,George Clooney,Bobby Shatford,Mark Wahlberg,"Christina "" Chris "" Cotter",Diane Lane,"Dale "" Murp "" Murphy",John C. Reilly,"David "" Sully "" Sullivan",William Fichtner,Alexander McAnally III,Bob Gunton
2134,George,Rod Taylor,David Filby,Alan Young,Weena,Yvette Mimieux,Dr. Philip Hilyer,Sebastian Cabot,Anthony Bridewell,Tom Helmore,Walter Kemp,Whit Bissell
2135,Alexander Hartdegen,Guy Pearce,Mara,Samantha Mumba,Mrs. Watchett,Phyllida Law,Flower Seller,Laura Kirk,David Filby,Mark Addy,Kalen,Omero Mumba
2136,Tina,Nena,Robby,Markus Mörl,Tino,Enny Gerber,Fahrer, Kapitän, Pilot,Karl Dall,Andy Eckelmamm,Peter Lengauer
2137,Striding Cloud,Aaron Kwok,Whispering Wind,Ekin Cheng,Conqueror Xiong Ba,Sonny Chiba,Charity/Kong Ci,Kristy Yang,Frost/Qin Xiang,Michael Tse Tin-Wah,Jester/Man Chow Chow,Lawrence Cheng
2138,Harry Schwerdtfeger,Harry Schwerdtfeger,Hartmut,Hartmut Jacob,Thomas,Thomas Sieper,Öko #1,Klaus Heinemann,Schläger #1,Mike Hess,Inspektor Jensen,Andreas Walter
2139,Cleopatra Jones,Tamara Dobson,"Bianca Jarin "" The Dragon Lady """,Stella Stevens,Stanly Nagel,Norman Fell,Mi Ling Fong,Tanny Tien-Ni,Matthew Johnson,Albert Popwell,Melvin Johnson,Caro Kenyatta
2140,Liu Jian,李连杰,Jessica Kamen,Bridget Fonda,Insp. Richard,Tchéky Karyo,Lupo,Max Ryan,Mister Big,Ric Young,Uncle Tai,Burt Kwouk
2141,James Dean,James Franco,Winton Dean,Michael Moriarty,Pier Angeli,Valentina Cervi,Elia Kazan,Enrico Colantoni,Hedda Hopper,Joanne Linville,Billy Rose,John Pleshette
2142,Sheriff Freddy Heflin,Sylvester Stallone,Ray Donlan,Harvey Keitel,"Gary "" Figgsy "" Figgis",Ray Liotta,Lt. Moe Tilden,Robert De Niro,Joey Randone,Peter Berg,Deputy Cindy Betts,Janeane Garofalo
2143,George Lennox,Robert Carlyle,Carla,Oyanka Cabezas,Bradley,Scott Glenn,Maureen,Louise Goodall,Rafael,Salvador Espinoza,George's Mother,Margaret McAdam
2144,Randy,Matt Dillon,Jewel Valentino,Liv Tyler,Bingo Caller,Mary Jo Smith,Mr. Burmeister,Michael Douglas,Carl Harding,Paul Reiser,Dr. Green,Reba McEntire
2145,Tina Lehmann,Sissy Kelling,Stevie Dromburgh,Frank Meyer-Brockmann,Moderator,Ingolf Lück,Blomer,Dietmar Bär,Himself,Falco,Himself,Limahl
2147,,,,,,,,,,,,
2148,Dixie Dwyer,Richard Gere,Vera Cicero,Diane Lane,Owney Madden,Bob Hoskins,Dutch Schulz,James Remar,Vincent Dwyer,Nicolas Cage,Sandman Williams,Gregory Hines
2149,Rebeca Carlson,Madonna,Frank Dulaney,Willem Dafoe,Sharon Dulaney,Julianne Moore,Joanne Braslow,Anne Archer,Dr. Alan Paley,Jürgen Prochnow,Jeffrey Roston,Frank Langella
2151,William Cole,Bruce Campbell,Tatoya,Tamara Gorski,Pavel,Ted Raimi,Jackie,Antoinette Byron,Dr. Ivan Ivanovich Ivanov,Stacy Keach,Yegor,Vladimir Kolev
2152,herself,Natalie Maines,herself,Emily Erwin,herself,Martie Maguire,himself (archive footage),George W. Bush,himself,Rick Rubin,himself,Simon Renshaw
2153,The Driver,Ryan O'Neal,The Detective,Bruce Dern,The Player,Isabelle Adjani,The Connection,Ronee Blakley,Red Plainclothesman,Matt Clark,Gold Plainclothesman,Felice Orlandi
2154,Flynn Harding,Robert Sampson,Glies Stewart,Will Bledsoe,Paxton Warner,Joe Turkel,Leslie,Camilla More,Alex McInny,Wendy MacDonald,Dreyfuss Steiner,Alan Blumenfeld
2155,Rudy Duncan,Ben Affleck,Gabriel Mercer,Gary Sinise,Ashley Mercer,Charlize Theron,Jack Banks,Dennis Farina,Pug,Donal Logue,Jumpy,Danny Trejo
2156,Adam Vance,C. Thomas Howell,Angel,Lala Sloatman,Ray Walters,Samuel Ball,Jennifer Vance,Monique Demers,Detec. Sandra Simmonds,Maeve Quinlan,Peg Wallace,Vanessa Lee Evigan
2157,Dr. Zachary Smith,Gary Oldman,Prof. John Robinson,William Hurt,Maj. Don West,Matt LeBlanc,Dr. Maureen Robinson,Mimi Rogers,Dr. Judy Robinson,Heather Graham,Penny Robinson,Lacey Chabert
2160,Adm. Hariman Nelson,Walter Pidgeon,Dr. Susan Hiller,Joan Fontaine,Lt. Cathy Conners,Barbara Eden,Comm. Lucius Emery,Peter Lorre,Cap. Lee Crane,Robert Sterling,Miguel Alvares,Michael Ansara
2161,Grant,Stephen Boyd,Cora,Raquel Welch,Gen. Carter,Edmond O'Brien,Dr. Michaels,Donald Pleasence,Col. Donald Reid,Arthur O'Connell,Cap. Bill Owens,William Redfield
2162,Arlo,Cuba Gooding Jr.,Tim Mason,Skeet Ulrich,Col. Andrew Brynner,Peter Firth,Dr. Richard Long,David Paymer,Col. Leo Vitelli,Daniel Hugh Kelly,Dennis,Judson Mills
2163,"Jeffrey "" Jeff "" Taylor",Kurt Russell,"Warren "" Red "" Barr",J. T. Walsh,Amy Taylor,Kathleen Quinlan,Earl,M.C. Gainey,Billy,Jack Noseworthy,Sheriff Boyd,Rex Linn
2164,Colonel Jonathan “Jack” O'Neil,Kurt Russell,Dr. Daniel Jackson,James Spader,Ra,Jaye Davidson,Catherine,Viveca Lindfors,Skaara,Alexis Cruz,Sha'uri,Mili Avital
2165,Joe,Wesley Snipes,Liberty Wallace,Linda Fiorentino,May,Tanya Allen,Hank Willford,Hart Bochner,Off. Tom,Terry Chen,Vince,Gregory Calpakis
2166,Henry Bell,Sam Neill,Karen Knightly,Helena Bonham Carter,Col. Marcus,John Wood,Oliver Knightly,Rupert Graves,Anthony Staxton-Billing,Martin Clunes,Bruce Tick,Steve Coogan
2168,Melody,Teresa Palmer,Marcus,Frank Sweet,Sean,Joel Mackenzie,Kelly,Clementine Mellor,Steven,Charles Baird,Sarah,Marni Spillane
2169,"Manfred "" Fred "" Grabowski",Sebastian Rudolph,Tina,Nadeshda Brennicke,Phil,Jophi Ries,Kerstin,Edda Fischer,Fahrlehrer,Jochen Nickel,DJ Johnny Flash,Helge Schneider
2170,Lolo,Valérie Dumas,Vanessa,Désirée Nosbusch,Sarah,Sarah Siritzky,Daniel Dalbret,Daniel Sarky,Maite,Anne Létourneau,Paul,Gérard Ismaël
2171,Beth,Janeane Garofalo,Henry,David Hyde Pierce,Coop / Alan Shemper,Michael Showalter,Katie,Marguerite Moreau,Andy,Paul Rudd,J.J.,Zak Orth
2172,Aigin,Mikkel Gaup,Tchude Chief,Svein Scharffenberg,Vater,Ingvald Guttorm,Raste,Nils Utsi,Siida-Isit,Nils-Aslak Valkeapää,Dorakas,Henrik H. Buljo
2173,Artie Wilson,Seth Walther,"Kevin "" Bear "" Cutterback",Kevin Farley,Emily Miller,Heather McComb,Andrea Parker,Christine Steel,Scooter,John Farley,Grandpa Morton,Rance Howard
2175,Himself,Wolfgang Petry,,,,,,,,,,
2176,Ruby Baker,Leelee Sobieski,Erin Glass,Diane Lane,Terence Glass,Stellan Skarsgård,Alvin Begleiter,Bruce Dern,Nancy Ryan,Kathy Baker,Rhett Baker,Trevor Morgan
2177,Himself,Falco,Himself,Thomas Rabitsch,Himself,Bernhard Rabitsch,Himself,Peter Paul Skrepek,Himself,Thomas Lang,Himself,Bertl Pistracher
2178,Voice,Hal Holbrook,,,,,,,,,,
2179,Jack Black,Jack Black,Kyle Gass,Kyle Gass,Himself,Ronnie James Dio,The Stranger,Tim Robbins,Bud Black,Meat Loaf,Guitar Center Guy,Ben Stiller
2180,Elisabeth Staf,Helena Bergström,Gudrun Nyman,Maria Lundqvist,Henrik Ek,Johan Rabaeus,Liselotte,Erica Braun,Claes Mansson,Claes Månsson,Moa,Marie Robertson
2181,Fritz Bachmann,Rolf Herricht,Nachbarin,Carola Braunbock,Helene Braeur,Karin Schröder,Mutter Hirsch,Mathilde Danegger,Lörke,Peter Dommisch,Herr Simmel,Gerd Ehlers
2182,Mason Dixon,David Miller,Jim Richardson,George Wilson,Lois Fairchild,Sharon Taylor,Wilbur Finletter,J. Stephen Peace,The President,Ernie Meyers,Senator Polk,Eric Christmas
2183,Narrator,Sara Kestelman,,,,,,,,,,
2184,Heinz Lückert,Mario Adorf,Jovan Koslowski,Dieter Mann,Frederike Möll,Ulrike Kriener,Fred Tonndorf,Ulrich Tukur,Birgit Lückert,Brigitte Janner,Ana,Jale Arikan
2185,Eliot Arnold,Tim Allen,Anna Herk,Rene Russo,Officer Walter Kramitz,Patrick Warburton,Matt Arnold,Ben Foster,Jenny Herk,Zooey Deschanel,Arthur Herk,Stanley Tucci
2186,Bruce,Bruce Campbell,Ellen,Ellen Sandweiss,Scotty,Scott Spiegel,Shelly,Mary Valenti,,,,
2187,Willi Butzbach,Mario Adorf,Harry Butzbach,Ben Becker,Jutta,Elke Sommer,Marlies,Muriel Baumeister,Prottengeier,Heinz Hoenig,Schleimer,Claude-Oliver Rudolph
2188,Himself,Sharon Corr,Himself,Caroline Corr,Himself,Jim Corr,Himself,Anthony Drennan,Herself,Andrea Corr,Himself,Keith Duffy
2189,Tomboy,Betsy Russell,Randy Starr,Gerard Christopher,Chester,Richard Erdman,Earl Delarue,Philip Sterling,Ernie Leeds Jr.,Eric Douglas,Frankie,Paul Gunning
2191,Luca Baglioni,Vincent Gallo,Jenny Johnsen,Maria de Medeiros,Fidel Rodrigo,Joaquim de Almeida,Susana Sanchez,María Lidón,Herbert Sagan,Danel Aser,Lowell,Johnny Ramone
2192,Cynthia Montague,Alessandra Panaro,principessa Dhara,Marie Versini,Sandok,Mimmo Palmara,Reginald Milliner,Giacomo Rossi-Stuart,Bramu,Arturo Dominici,tenente Richard Ramsey,Sean Flynn
2193,Bobby Chrystal,Matt Lattanzi,Billy,Clark Brandon,Jack,Crispin Glover,Terry Green,Caren Kaye,Mr. Chrystal,Kevin McCarthy,Don Sylvester,Bruce Bauer
2194,Daniel,Daniel Brühl,Luca,Jessica Schwarz,Anna,Marie-Lou Sellem,Dennis,Denis Moschitto,Axel,Josef Heynert,Maria,Sonja Rogusch
2195,Kati,Anna Maria Sturm,Jo,Rosalie Thomass,Rocky,Ferdinand Schmidt-Modrow,Mike,Florian Brückner,Katis Opa,Peter Mitterrutzner,Katis Vater,Andreas Giebel
2196,Daniel,Matthew Macfadyen,Simon,Alan Tudyk,Peter,Peter Dinklage,Jane,Keeley Hawes,Howard,Andy Nyman,Justin,Ewen Bremner
2197,Rahne,Isaka Sawadogo,Mouna,Carole Karemera,Shasha,Asma Nouman Aden,Ako,Saïd Abdallah Mohamed,Ravil,Ahmed Ibrahim Mohamed,Lassong,Emile Abossolo M'bo
2198,Scheich Al-Abdullah,Peter Wyngarde,La Szchana,Marlène Charell,Prof. Ewald Ziebitz,Eddi Arent,Franz Xaver Oberholzer,Felix Dvorak,Nr. 1,Herbert Fux,,Guido Baumann
2199,Leslie Shaber,Susan Blakely,Harry Thropen,John Saxon,Jennifer Shaben,Tina Caspary,Stanly Pubah,Diana Barrows,Mad. Gypsy,Ruth Buzzi,Celia Celica,Marilyn McCoo
2200,Jakob Heym,Vlastimil Brodský,Kowalski,Erwin Geschonneck,Mischa,Henry Hübchen,Rose Frankfurter,Blanche Kommerell,Lina,Manuela Simon,Mrs. Frankfurter,Zsuzsa Gordon
2202,Joe Carraclough,Roddy McDowall,Sam Carraclough,Donald Crisp,Dally,Dame May Whitty,Rowlie,Edmund Gwenn,Duke of Rudling,Nigel Bruce,Mrs. Carraclough,Elsa Lanchester
2203,,,,,,,,,,,,
2204,Phil Winter,Rüdiger Vogler,Alice,Yella Rottländer,Alice`s Mutter,Lisa Kreuzer,Freundin in New York,Edda Köchl,Publisher,Ernest Boehm,Autoverkäufer,Sam Presti
2205,Johannes / Elefanten-Joe Thalberg,Christopher Mitchum,Angela,Angela Alvarado,Pfarrer,John Hillerman,KX 3,Julia Kent,Ida,Corinna Drews,Anführer der Spione,Amadeus August
2206,Richard Schrader,Farin Urlaub,Igor,Bela B. ,Hans,Hans Runge,Himself,Nena,Anja,Kristina Raschen,Mutter,Ingrid van Bergen
