ID,Chacter1,Person1,Chacter2,Person2,Chacter3,Person3,Chacter4,Person4,Chacter5,Person5,Chacter6,Person6
1440,Sarah Pierce,Kate Winslet,Brad Adamson,Patrick Wilson,Kathy Adamson,Jennifer Connelly,Richard Pierce,Gregg Edelman,Lucy Pierce,Sadie Goldstein,Aaron Adamson,Ty Simpkins
1441,Frank Carden,Morgan Freeman,Ray,John Cusack,Miles,Alice Krige,Sandra,Megan Dodds,Davis,Corey Johnson,Turner,Jonathan Hyde
1442,Multibauer,Uwe Trede,Hausfrau,Lore Trede,Milchbauer,Klaus H. Plähn,Rentnerin,Irma Schaack,Schwester von Irma,Eva Waldow,Enkeltochter von Irma,Ann-Kathrin Schaack
1443,Mr. Lisbon,James Woods,Mrs. Lisbon,Kathleen Turner,Lux Lisbon,Kirsten Dunst,Trip Fontaine,Josh Hartnett,Mary Lisbon,A.J. Cook,Therese Lisbon,Leslie Hayman
1444,George,Alessandro Nivola,Ashley Johnsten,Amy Adams,Madeleine,Embeth Davidtz,Peg,Celia Weston,Eugene,Scott Wilson,Johnny,Ben McKenzie
1448,Steven Grlscz,Jude Law,Anne Labels,Elina Löwensohn,Inspector Healey,Timothy Spall,Sergeant Roche,Jack Davenport,Maria Vaughan,Kerry Fox,Gang Leader,Ashley Artus
1450,Alice Mckee,Allison Miller,Saya,Jun Ji-hyun,Onigen,Koyuki,Michael Harrison,Liam Cunningham,Luke,J. J. Feild,Kato Takatora,Yasuaki Kurata
1452,Superman / Clark Kent,Brandon Routh,Lex Luthor,Kevin Spacey,Lois Lane,Kate Bosworth,Richard White,James Marsden,Kitty Kowalski,Parker Posey,Perry White,Frank Langella
1479,Peter Winter,Peter Greene,Girl with ball,Alice Levitt,Mrs. Winter,Megan Owen,Nicole Winter,Jennifer MacDonald,Melinda Frayne,Molly Castelloe,Jack McNally,Robert Albert
1480,Ramon Miguel Vargas,Charlton Heston,Susan 'Susie' Vargas,Janet Leigh,Police Captain Hank Quinlan,Orson Welles,Police Sergeant Pete Menzies,Joseph Calleia,'Uncle' Joe Grandi,Akim Tamiroff,Marcia Linnekar,Joanna Moore
1481,Dazey,Ben Mendelsohn,Savina,Tara Morice,Roslyn,Nadine Garner,Joe,Aden Young,,,,
1482,Jimmy,Peter Greene,John,Adam Trese,Frankie,Paul Schulze,Denise,Edie Falco,Celia,Arabella Field,Sal,Saul Stein
1483,God Killing Himself,Brian Salzberg,Mother Earth,Donna Dempsey,Son Of Earth,Stephen Charles Barry,,James Gandia,,,,
1484,Fritz Haarmann,Götz George,Prof. Dr. Ernst Schultze,Jürgen Hentsch,Kommisar Raetz,Hans-Michael Rehberg,Stenograph,Pierre Franckh,Dr. Machnik,Matthias Fuchs,Kress,Marek Harloff
1485,Jack Carter,Michael Caine,Eric,Ian Hendry,Anna,Britt Ekland,Kinnear,John Osborne,Peter,Tony Beckley,Cliff Brumby,Bryan Mosley
1487,Hellboy,Ron Perlman,Liz Sherman,Selma Blair,John Myers,Rupert Evans,Prof. Bruttenholm,John Hurt,Tom Manning,Jeffrey Tambor,Grigori Rasputin,Karel Roden
1488,Bilike,Hurichabilike,Dawa,Dawa,Erguotou,Geliban,Bilikes Vater,Yidexinnaribu,Bilikes Mutter,Badema,Schwester Bilikes,Wurima
1489,,,,,,,,,,,,
1490,"Ernst ""Enno"" Richter",Schortie Scheumann,Stimme,Roger Ditter,,,,,,,,
1491,Eisenheim,Edward Norton,Sophie,Jessica Biel,Inspector Uhl,Paul Giamatti,Crown Prince Leopold,Rufus Sewell,Josef Fischer (as Edward Marsan),Eddie Marsan,Jurka,Jake Wood
1492,Christopher Columbus,Gérard Depardieu,Sanchez,Armand Assante,Queen Isabella,Sigourney Weaver,Older Fernando,Loren Dean,Beatrix,Ángela Molina,Marchena,Fernando Rey
1493,Gracie Hart,Sandra Bullock,Eric Matthews,Benjamin Bratt,Victor Melling,Michael Caine,Kathy Morningside,Candice Bergen,Stan Fields,William Shatner,Harry McDonald,Ernie Hudson
1494,Cesarz Ping,Chow Yun-fat,Cesarzowa Phoenix,Gong Li,Książę Jai/Drugi syn,Jay Chou,Książę Wan/Pierwszy Syn,Liu Ye,Książę Yu/Trzeci syn,Qin Jun-Jie,Jiang Chan/Córka medyka,Li Man
1495,Balian de Ibelin,Orlando Bloom,Sibylla,Eva Green,Tiberias,Jeremy Irons,Guy de Lusignan,Marton Csokas,Reynald de Chatillon,Brendan Gleeson,Godfrey de Ibelin,Liam Neeson
1496,Johnny,Vanilla Ice,Kathy,Kristin Minter,Singer at First Club,Naomi Campbell,Jazz,Deezer D,Sir D.,Kevin Hicks,Princess,Allison Dean
1497,April O'Neil,Paige Turco,Professor Jordon Perry,David Warner,Michaelangelo / Soho Man,Michelan Sisti,Donatello / Foot #3,Leif Tilden,Raphael,Kenn Scott,Leonardo / News Room Staff,Mark Caso
1498,April O'Neal,Judith Hoag,Casey Jones,Elias Koteas,Raphael (voice) / Passenger In Cab,Josh Pais,Leonardo / Gang Member,David Forman,Leonardo (Voice),Brian Tochi,Donatello / Foot Messenger,Leif Tilden
1499,April O'Neil,Paige Turco,Walker,Stuart Wilson,Lord Norinaga,Sab Shimono,Mitsu,Vivian Wu,Leonardo,Mark Caso,Donatello (voice),Corey Feldman
1523,Idi Amin,Forest Whitaker,Dr. Nicholas Garrigan,James McAvoy,British Diplomat,Simon McBurney,Sarah Merrit,Gillian Anderson,Kay Amin,Kerry Washington,Dr. Thomas Junju,David Oyelowo
1534,Ghost,Karl Urban,Starfire,Moon Bloodgood,Pathfinder,Russell Means,Gunnar,Clancy Brown,Blackwing,Jay Tavare,Wind In Tree,Nathaniel Arcand
1535,Nathan D. Muir,Robert Redford,Tom Bishop,Brad Pitt,Elizabeth Hadley,Catherine McCormack,Charles Harker,Stephen Dillane,Troy Folger,Larry Bryggman,Gladys Jennip,Marianne Jean-Baptiste
1537,Gavin Banek,Ben Affleck,Doyle Gipson,Samuel L. Jackson,Valerie Gipson,Kim Staunton,Michelle,Toni Collette,Stephen Delano,Sydney Pollack,Ron Cabot,Matt Malloy
1538,Vincent,Tom Cruise,Max,Jamie Foxx,Annie,Jada Pinkett Smith,Detective Fanning,Mark Ruffalo,Richard Weidner,Peter Berg,Pedrosa,Bruce McGill
1539,Tobias Hansen,Florian Lukas,Markus Hansen,Jürgen Vogel,Ellen,Heike Makatsch,Mutter,Monika Hansen,Thees,Thees Uhlmann,Marcus,Marcus Wiebusch
1540,Ellen,Charlotte Rampling,Brenda,Karen Young,Sue,Louise Portal,Legba,Ménothy Cesar,Albert,Lys Ambroise,Eddy,Jackenson Pierre Olmo Diaz
1541,Louise Elizabeth Sawyer,Susan Sarandon,Thelma Yvonne Dickinson,Geena Davis,Investigator Hal Slocumb,Harvey Keitel,J.D.,Brad Pitt,Jimmy Lennox,Michael Madsen,Darryl Dickinson,Christopher McDonald
1542,Peter Gibbons,Ron Livingston,Joanna,Jennifer Aniston,Michael Bolton,David Herman,Samir Nagheenanajar,Ajay Naidu,Lawrence,Diedrich Bader,Milton Waddams,Stephen Root
1543,Emma,Jördis Triebel,Max,Jürgen Vogel,Henner,Hinnerk Schönemann,Hans,Martin Feifel,Lene,Karin Neuhäuser,Dagmar,Nina Petri
1544,Rachel,Piper Perabo,Luce,Lena Headey,Heck,Matthew Goode,Tessa,Celia Imrie,Cooper,Darren Boyd,Beth,Sharon Horgan
1546,Justin Cobb,Lou Taylor Pucci,Audrey Cobb,Tilda Swinton,Mike Cobb,Vincent D'Onofrio,Perry,Keanu Reeves,Matt Schramm,Benjamin Bratt,Mr. Geary,Vince Vaughn
1547,Michael Emerson,Jason Patric,Sam Emerson,Corey Haim,Edgar Frog,Corey Feldman,Lucy Emerson,Dianne Wiest,David,Kiefer Sutherland,Star,Jami Gertz
1548,Enid,Thora Birch,Rebecca,Scarlett Johansson,Seymour,Steve Buscemi,Josh,Brad Renfro,Enid's Dad,Bob Balaban,Maxine,Teri Garr
1549,Krimo,Osman Elkharraz,Lydia,Sara Forestier,Rachid,Rachid Hami,Zina,Hajar Hamlili,Nanou,Nanou Benhamou,Prof de français,Carole Franck
1550,April Burns,Katie Holmes,Bobby,Derek Luke,Joy Burns,Patricia Clarkson,Jim Burns,Oliver Platt,Beth Burns,Alison Pill,Timmy Burns,John Gallagher Jr.
1551,Nelson,Kiefer Sutherland,Rachel Mannus,Julia Roberts,David Labraccio,Kevin Bacon,Joe Hurley,William Baldwin,Randy Steckle,Oliver Platt,Winnie Hicks,Kimberly Scott
1552,Gil Buckman,Steve Martin,Karen Buckman,Mary Steenburgen,Helen Buckman Lampkin Bowman,Dianne Wiest,Frank Buckman,Jason Robards,Nathan Huffner,Rick Moranis,Larry Buckman,Tom Hulce
1553,Thomas Seyr,Romain Duris,Robert Seyr,Niels Arestrup,Fabrice,Jonathan Zaccaï,Sami,Gilles Cohen,Miao Lin,Linh Đan Phạm,Aline,Aure Atika
1554,Zack,Tom Waits,Jack,John Lurie,Roberto,Roberto Benigni,Nicoletta,Nicoletta Braschi,Laurette,Ellen Barkin,Gig,Rockets Redglare
1555,Xavier,Romain Duris,Martine,Audrey Tautou,Wendy,Kelly Reilly,Isabelle,Cécile De France,Soledad,Cristina Brondo,Alessandro,Federico D'Anna
1556,Eddie,Pîtâ,Leda,Osamu Ogasawara,Gonda,Yoshio Tsuchiya,Eddies Mutter,Emiko Azuma,,Yoshihiro Katô,Juju,Koichi Nakamura
1557,David,Fabian Busch,Karl Koch,August Diehl,Pepe,Dieter Landuris,Lupo,Jan-Gregor Kremp,Sergej,Zbigniew Zamachowski,Jochen Maiwald,Stephan Kampwirth
1558,Helmut,Fabian Busch,Britta,Susanne Bormann,Gisela,Fritzi Haberlandt,Barbara,Sophie Rois,Gloria,Anka Sarstedt,Tina,Birgit Minichmayr
1559,A sailor from the Potemkin,Pierre Clémenti,Capt. Anna Planeta,Anna Prucnal,Miss World 1984,Carole Laure,El Macho,Sami Frey,Mr. Dollars,John Vernon,Mama Communa,Marpessa Dawn
1560,Daughter,Meredyth Herold,Mother,Michele Valley,Singapore Sling (as Panagiotis Thanasoulis),Panos Thanassoulis,,,,,,
1561,Mouchette,Nadine Nortier,Arsène,Jean-Claude Guilbert,Mutter,Marie Cardinal,Vater,Paul Hébert,Mathieu,Jean Vimenet,Mathieu’s Frau,Marie Susini
1562,Tammy Harris,Imogen Poots,Don,Robert Carlyle,Scarlet,Rose Byrne,Sergeant Doyle,Jeremy Renner,Flynn,Harold Perrineau,Alice,Catherine McCormack
1563,Narrator (French version) (voice),Florence Delay,Herself,Arielle Dombasle,,,,,,,,
1564,,,,,,,,,,,,
1566,Hans Scholten,Folker Bohnet,Albert Mutz,Fritz Wepper,Walter Forst,Michael Hinz,Jurgen Borchert,Frank Glaubrecht,Karl Horber,Karl Michael Balzer,Klaus Hager,Volker Lechtenbrink
1567,le boucher,Philippe Nahon,sa fille,Blandine Lenoir,sa belle-mère,Martine Audrain,sa maîtresse,Frankie Pain,agent immobilier,Jean-François Rauger,gérant de supermarché,Guillaume Nicloux
1568,le boucher,Philippe Nahon,sa fille,Blandine Lenoir,sa maitresse,Frankie Pain,maid,Hélène Testud,le infirmière,Lucile Hadzihalilovic,,
1569,Killer,Rozz Williams,Opfer,James Hollan,,,,,,,,
1571,John McClane,Bruce Willis,Matthew 'Matt' Farrell,Justin Long,Thomas Gabriel,Timothy Olyphant,Bowman,Cliff Curtis,Mai Linh,Maggie Q,Lucy McClane,Mary Elizabeth Winstead
1572,John McClane,Bruce Willis,Simon Peter Gruber,Jeremy Irons,Zeus Carver,Samuel L. Jackson,Joe Lambert,Graham Greene,Connie Kowalski,Colleen Camp,Chief Cobb,Larry Bryggman
1573,John McClane,Bruce Willis,Holly McClane,Bonnie Bedelia,Richard Thornburg,William Atherton,Sgt. Al Powell,Reginald VelJohnson,Genera Ramon Esperanza,Franco Nero,Colonel Stuart,William Sadler
1574,Velma Kelly,Catherine Zeta-Jones,Roxie Hart,Renée Zellweger,Matron Mama Morton,Queen Latifah,Billy Flynn,Richard Gere,Mary Sunshine,Christine Baranski,Bandleader,Taye Diggs
1576,Alice,Milla Jovovich,Rain,Michelle Rodriguez,Matt,Eric Mabius,Mr. Grey,Ryan McCluskey,Mr. Red,Oscar Pearce,Ms. Black,Indra Ové
1577,Alice,Milla Jovovich,Jill Valentine,Sienna Guillory,Carlos Olivera,Oded Fehr,Major Cain,Thomas Kretschmann,Angie Ashford,Sophie Vavasseur,Sgt. Peyton Wells (as Raz Adoti),Razaaq Adoti
1578,Jake La Motta,Robert De Niro,Joey La Motta,Joe Pesci,Vickie Thailer,Cathy Moriarty,Salvy Batts,Frank Vincent,Tommy Como,Nicholas Colasanto,Lenore,Theresa Saldana
1579,Jaguar Paw,Rudy Youngblood,Seven,Dalia Hernández,Blunted,Jonathan Brewer,Flint Sky,Morris Birdyellowhead,Zero Wolf,Raoul Max Trujillo,Turtles Run,Carlos Emilio Báez
1580,Rupert Cadell,James Stewart,Brandon Shaw,John Dall,Phillip Morgan,Farley Granger,Mrs. Atwater,Constance Collier,Kenneth Lawrence,Douglas Dick,Mrs. Wilson,Edith Evanson
1581,Amanda Woods,Cameron Diaz,Iris Simpkins,Kate Winslet,Graham,Jude Law,Miles,Jack Black,Arthur Abbott,Eli Wallach,Ethan,Edward Burns
1583,Stefan,Lucas Gregorowicz,Kai,Moritz Bleibtreu,Laura,Marie Zielcke,Achim,Julian Weigend,Gina,Alexandra Schalaudek,Vater Becker,Elmar Wepper
1584,Dewey Finn,Jack Black,Rosalie Mullins,Joan Cusack,Ned Schneebly,Mike White,Patty Di Marco,Sarah Silverman,Theo,Adam Pascal,Neil,Lucas Papaelias
1585,George Bailey,James Stewart,Mary Hatch,Donna Reed,Henry F. Potter,Lionel Barrymore,Uncle Billy Bailey,Thomas Mitchell,Clarence Odbody,Henry Travers,Ma Bailey,Beulah Bondi
1586,Mort Rainey,Johnny Depp,John Shooter,John Turturro,Amy Rainey,Maria Bello,Ted Milner,Timothy Hutton,Ken Karsch,Charles S. Dutton,Sheriff Dave Newsome,Len Cariou
1587,Gilbert Grape,Johnny Depp,Arnie Grape,Leonardo DiCaprio,Becky,Juliette Lewis,Bonnie Grape,Darlene Cates,Betty Carver,Mary Steenburgen,Amy Grape,Laura Harrington
1588,Torrance Shipman,Kirsten Dunst,Cliff Pantone,Jesse Bradford,Les,Huntley Ritter,Missy Pantone,Eliza Dushku,Isis,Gabrielle Union,Courtney,Clare Kramer
1589,Jimmy,Colm Meaney,John Joe,Bernard Hill,Teddy,Shaun Evans,Anne,Andrea Corr,Johnny,Ian Shaw,Maisie,Charlotte Bradley
1590,Ludwig van Beethoven,Ed Harris,Anna Holtz,Diane Kruger,Martin Bauer,Matthew Goode,Mother Canisius,Phyllida Law,Wenzel Schlemmer,Ralph Riach,Rudy,Bill Stewart
1591,Jettel Redlich,Juliane Köhler,Walter Redlich,Merab Ninidze,Owuor,Sidede Onyulo,Süßkind,Matthias Habich,Regina (younger),Lea Kurka,Regina (older),Karoline Eckertz
1592,Martin Vail,Richard Gere,Aaron Stampler,Edward Norton,Janet Venable,Laura Linney,John Shaughnessy,John Mahoney,Dr. Molly Arrington,Frances McDormand,Bud Yancy,Terry O'Quinn
1593,Larry Daley,Ben Stiller,Nick Daley,Jake Cherry,Rebecca,Carla Gugino,Theodore Roosevelt,Robin Williams,Cecil Fredericks,Dick Van Dyke,Kaa,Mickey Rooney
1594,Jacques Clouseau,Peter Sellers,Maria Gambrelli,Elke Sommer,Benjamin Ballon,George Sanders,Charles Dreyfus,Herbert Lom,Hercule LaJoy,Graham Stark,Simone,Moira Redmond
1595,Lana,Michelle Williams,Paul,John Diehl,Hassan,Shaun Toub,Sherman,Burt Young,Charles,Jeris Poindexter,Henry,Wendell Pierce
1596,Obie Spark,James Blicq,Wyle,Cory Cassidy,Cop,Fred Durst,Kathy Most,Leigh Enns,Ronald Greaver,David Fox,,
1597,"Gaylord ""Greg"" Focker",Ben Stiller,Jack Byrnes,Robert De Niro,Pam Byrnes,Teri Polo,Dina Byrnes,Blythe Danner,Kevin Rawley,Owen Wilson,Deborah Byrnes,Nicole DeHuff
1598,Max Cady,Robert De Niro,Sam Bowden,Nick Nolte,Leigh Bowden,Jessica Lange,Danielle Bowden,Juliette Lewis,Claude Kersek,Joe Don Baker,Lieutenant Elgart,Robert Mitchum
1599,Albert Markovski,Jason Schwartzman,Bernard,Dustin Hoffman,Vivian,Lily Tomlin,Brad Stand,Jude Law,Tommy Corn,Mark Wahlberg,Dawn Campbell,Naomi Watts
1600,Weronika/Véronique,Irène Jacob,La Tante,Halina Gryglaszewska,Alexandre Fabbri,Philippe Volter,Serge,Guillaume de Tonquédec,La femme barjolée,Kalina Jędrusik,Le chef d'orchestre,Aleksander Bardini
1607,Lorenzo Anello,Robert De Niro,Sonny LoSpecchio,Chazz Palminteri,"Calogero ""C"" Anello (Age 17)",Lillo Brancato,"Calogero ""C"" Anello (Age 9)",Francis Capra,Jane Williams,Taral Hicks,Rosina Anello,Kathrine Narducci
1608,Jimmy Muir,Sean Bean,Annie Doherty,Emily Lloyd,Russell Muir,Craig Kelly,Ken Jackson,Pete Postlethwaite,Joe Muir,John McEnery,,Chris Walker
1609,Jimmy Grimble,Lewis McKenzie,Alice Brewer,Jane Lapotaire,Donna Grimble,Gina McKee,Eric Wirral,Robert Carlyle,Johnny Two Dogs,Ben Miller,Walkway Kid,Wayne Galtrey
1610,Paul Ashworth,Colin Firth,Sarah Hughes,Ruth Gemmell,Steve,Mark Strong,Jo,Holly Aird,Ted, the Headmaster,Ken Stott,Ray
1611,Matthias Lubanski,Louis Klamroth,Richard Lubanski,Peter Lohmeyer,Christa Lubanski,Johanna Gastdorf,Bruno Lubanski,Mirko Lang,Ingrid Lubanski,Birthe Wolter,Annette Ackermann,Katharina Wackernagel
1612,Hans Pollak,Uwe Ochsenknecht,Mike,Ralf Richter,Pablo,Oscar Ortega Sánchez,Theo,Walter Gontermann,Bernie,Michael Sideris,Oma Käthe,Tana Schanzara
1613,Elmo McElroy,Samuel L. Jackson,Felix DeSouza,Robert Carlyle,L.A. Highway Patrol,Nigel Whitmey,Dakota Parker,Emily Mortimer,The Lizard,Meat Loaf,Frederick,Paul Barber
1615,Stefan,Florian Simbeck,Erkan,John Friedmann,Tana,Bettina Zimmermann,Dr. Basten,Leon Boden,Frau Schmächtig,Corinna Harfouch,Cem,Rick Kavanian
1616,himself,Stefan Lust,himself,John Friedmann,Hardy Flanders,Ludger Pistor,Kathrin Schwartau,Andrea Sawatzki,Professor,Christoph Maria Herbst,,
1618,Tony Costello,Stephen Rea,Hughie,Billy Connolly,Les Wickes,Jimmy Nail,Ray Simms,Bill Nighy,David 'Beano' Baggot,Timothy Spall,Karen Knowles,Juliet Aubrey
1619,Mr. Longbaugh,Benicio del Toro,Mr. Parker,Ryan Phillippe,Robin,Juliette Lewis,Joe Sarno,James Caan,Jeffers,Taye Diggs,Obecks,Nicky Katt
1620,Agent 47,Timothy Olyphant,Mike Whittier,Dougray Scott,Nika Boronina,Olga Kurylenko,Yuri Marklov,Robert Knepper,Mikhail Belicoff,Ulrich Thomsen,Udre Belicoff,Henry Ian Cusick
1621,Billy Ray Valentine,Eddie Murphy,Louis Winthorpe III,Dan Aykroyd,Ophelia,Jamie Lee Curtis,Coleman,Denholm Elliott,Randolph Duke,Ralph Bellamy,Mortimer Duke,Don Ameche
1622,Bénédicte Getty,Charlotte Gainsbourg,Alice Pollock,Charlotte Rampling,Richard Pollock,André Dussollier,Alain Getty,Laurent Lucas,Nicolas Chevalier,Jacques Bonnaffé,Francine,Véronique Affholder
1623,Henry Brubaker,Robert Redford,Richard 'Dickie' Coombes,Yaphet Kotto,Lillian Gray,Jane Alexander,Walter,Morgan Freeman,John Deach,Murray Hamilton,Larry Lee Bullen,David Keith
1624,Fletcher Reede,Jim Carrey,Audrey Reede,Maura Tierney,Max Reede,Justin Cooper,Jerry,Cary Elwes,Greta,Anne Haney,Samantha Cole,Jennifer Tilly
1626,Nana Kleinfrankenheim,Anna Karina,Raoul,Sady Rebbot,Paul,André S. Labarthe,Yvette,Guylaine Schlumberger,Chef,Gérard Hoffman,Elisabeth,Monique Messine
1627,Victor,Jean-Pierre Cargol,Dr. Jean Itard,François Truffaut,Madame Guerin,Françoise Seigner,Professor Philippe Pinel,Jean Dasté,Madame Lemeri,Annie Miller,Monsieur Lemeri,Claude Miller
1628,Catherine,Jeanne Moreau,Jules,Oskar Werner,Jim,Henri Serre,Thérèse,Marie Dubois,Sabine,Sabine Haudepin,Gilberte,Vanna Urbino
1629,Véronique,Anne Wiazemsky,Guillaume,Jean-Pierre Léaud,Yvonne,Juliet Berto,Henri,Michel Semeniako,Kirilov,Lex De Bruijn,Omar,Omar Diop
1630,Larry Flynt,Woody Harrelson,Althea Leasure,Courtney Love,Alan Isaacman,Edward Norton,Jimmy Flynt,Brett Harrelson,Ruth Carter Stapleton,Donna Hanover,Charles Keating,James Cromwell
1631,Alice Bonnard,Charlotte Alexandra,Jim,Hiram Keller,Mme Bonnard,Rita Maiden,M. Bonnard,Bruno Balp,Martial,Georges Guéret,Grocer,Shirley Stoler
1632,Agent Rupert Anderson,Gene Hackman,Agent Alan Ward,Willem Dafoe,Mrs. Pell,Frances McDormand,Deputy Clinton Pell,Brad Dourif,Mayor Tilman,R. Lee Ermey,Sheriff Ray Stuckey,Gailard Sartain
1633,Evelyn Couch,Kathy Bates,Ruth Jamison,Mary-Louise Parker,Ninny Threadgoode,Jessica Tandy,Sipsey,Cicely Tyson,Idgie Threadgoode,Mary Stuart Masterson,Buddy Threadgoode,Chris O'Donnell
1634,Jesse,Jason James Richter,Rae Lindley,Lori Petty,Randolph Johnson,August Schellenberg,Glen Greenwood,Michael Madsen,Annie Greenwood,Jayne Atkinson,Dial,Michael Ironside
1635,Lincoln Six Echo,Ewan McGregor,Jordan Two Delta,Scarlett Johansson,Albert Laurent,Djimon Hounsou,Dr. Merrick,Sean Bean,James 'Mac' McCord,Steve Buscemi,Starkweather Two Delta,Michael Clarke Duncan
1636,The Devil,Elizabeth Hurley,Elliot,Brendan Fraser,Alison,Frances O'Connor,Daniel/Dan/Danny, Esteban, Beach Jock, Lamar Garrett, Dr. Ngegitigegitibaba,Orlando Jones
1637,Jack Traven,Keanu Reeves,Annie Porter,Sandra Bullock,Howard Payne,Dennis Hopper,Harold 'Harry' Temple,Jeff Daniels,Capt. McMahon,Joe Morton,Jaguar Owner,Glenn Plummer
1639,Annie Porter,Sandra Bullock,Alex Shaw,Jason Patric,John Geiger,Willem Dafoe,Juliano,Temuera Morrison,Harvey,Mike Hagerty,Debbie,Colleen Camp
1640,Jean Cabot,Sandra Bullock,Det. Graham Waters,Don Cheadle,Officer John Ryan,Matt Dillon,Daniel,Michael Peña,Ria,Jennifer Esposito,Rick Cabot,Brendan Fraser
1641,Sarah Lewis,Sandra Bullock,Ben Holmes,Ben Affleck,Bridget Cahill,Maura Tierney,Alan,Steve Zahn,Virginia,Blythe Danner,Hadley,Ronny Cox
1642,Angela Bennett/Ruth Marx,Sandra Bullock,Jack Devlin,Jeremy Northam,Dr. Alan Champion,Dennis Miller,Ruth Marx,Wendy Gazelle,Michael Bergstrom,Ken Howard,Mrs. Bennett,Diane Baker
1643,Paul,Marlon Brando,Jeanne,Maria Schneider,Tom,Jean-Pierre Léaud,Mouchette,Catherine Breillat,Jeannes Mutter,Gitt Magrini,Monique,Marie-Hélène Breillat
1644,Jeff Harriman,Kiefer Sutherland,Barney Cousins,Jeff Bridges,Rita Baker,Nancy Travis,Diane Shaver,Sandra Bullock,Lynn,Park Overall,Denise Cousins,Maggie Linderman
1645,Jake Tyler Brigance,Matthew McConaughey,Ellen Roark,Sandra Bullock,Carl Lee Hailey,Samuel L. Jackson,D.A. Rufus Buckley,Kevin Spacey,Harry Rex Vonner,Oliver Platt,Sheriff Ozzie Walls,Charles S. Dutton
1646,Erin Gruwell,Hilary Swank,Steve Gruwell,Scott Glenn,Margaret Campbell,Imelda Staunton,Scott Casey,Patrick Dempsey,Andre Bryant,Mario,Eva Benitez,April Lee Hernandez
1647,Walter Burke,Al Pacino,James Douglas Clayton,Colin Farrell,Layla Moore,Bridget Moynahan,Zack,Gabriel Macht,Alan,Kenneth Mitchell,Ronnie,Mike Realba
1648,Ted Logan,Keanu Reeves,Bill S. Preston,Alex Winter,Rufus,George Carlin,Billy the Kid,Dan Shor,Captain Logan,Hal Landon Jr.,Missy Preston,Amy Stock-Poynton
1649,Ted Logan,Keanu Reeves,Bill S. Preston,Alex Winter,Rufus,George Carlin,Grim Reaper,William Sadler,De Nomolos,Joss Ackland,Ms. Wardroe,Pam Grier
1650,Professor,Eddie Constantine,Frau des Professors,Katrin Schaake,,Uschi Obermaier,,Rainer Langhans,,Rainer Werner Fassbinder,,Hannes Fuchs
1651,Louis Mahé,Jean-Paul Belmondo,Julie Roussel/Marion Vergano,Catherine Deneuve,Camolli,Michel Bouquet,Berthe,Nelly Borgeaud,Landlady,Martine Ferrière,Jardine,Marcel Berbert
1652,00 Schneider / Nihil Baxter / Prof. Hasenbein / Johnny Flash,Helge Schneider,Körschgen,Helmut Körschgen,Frau Schneider,Andreas Kunze,Metulskies Vater,Otto Van den Berg,Zirkusdirektor,Guenther Kordas,Shorty Robinson,Hotte Reichlich
1653,Ernesto Guevara de la Serna,Gael García Bernal,Alberto Granado,Rodrigo de la Serna,Celia de la Serna,Mercedes Morán,Chichina Ferreyra,Mía Maestro,Silvia,Antonella Costa,Ernesto Guevara Lynch,Jean Pierre Noher
1654,Maj. John Reisman,Lee Marvin,Maj. Gen. Worden,Ernest Borgnine,Joseph Wladislaw,Charles Bronson,Robert Jefferson,Jim Brown,Victor Franko,John Cassavetes,Sergeant Bowren,Richard Jaeckel
1655,Dr. Angelika Hasenbein,Helge Schneider,Frau Besig,Andrea Rottmann,Kalfaktor,Bernhard Sondermann,Käsemann,Werner Abrolat,Schneider Voss,Norbert Losch,Peterchen,Peter Berling
1656,Zorro,Antonio Banderas,Elena,Catherine Zeta-Jones,Joaquin,Adrián Alonso Barona,Frey Felipe,Julio Oscar Mechoso,Jacob McGivens,Nick Chinlund,Lupe,Alexa Benedetti
1658,,,,,,,,,,,,
1659,Doc Snyder,Helge Schneider,Buddy Casino,Buddy Casino,Edeldame,Christa Strobel,Edelfrälein,Mirjam Wiesemann,o.A.,Ludwig Haas,o.A.,Rupert J. Seidel
1660,Jean-François Richet, l'instituteur,Jean-François Stévenin,Lydie Richet,Virginie Thévenet,Chantal Petit,Chantal Mercier,Schuldirektor,Marcel Berbert,Madame Leclou, Juliens Mutter,Christine Pellé
1661,Floyd,Frank Giering,Ricco,Florian Lukas,Walter,Antoine Monot Jr.,Telsa,Julia Hummer,Snake,Jochen Nickel,Elvis,Albert Kitzl
1662,Terry Noonan,Sean Penn,Jackie Flannery,Gary Oldman,Frankie Flannery,Ed Harris,Kathleen Flannery,Robin Wright,Nick,John Turturro,Stevie McGuire,John C. Reilly
1663,Inspektor Bill Elford,Heinz Drache,Beryl Stedman,Barbara Rütting,Frank Sutton,Günter Pfitzmann,Mrs. Mulford,Agnes Windeck,Josua Harras,Eddi Arent,Sir Fielding,Siegfried Schürenberg
1665,Blake,Michael Pitt,Luke,Lukas Haas,Asia,Asia Argento,Scott,Scott Patrick Green,Nicole,Nicole Vicius,Record Executive,Kim Gordon
1666,Himself,Eric Geleynse,Herself,Susan Ginwalla,Herself,Caroline Pressley,Himself,Gene Sprague,Herself,Elizabeth 'Lisa' Smith,Herself,Rachel Marker
1667,Narrator,Morgan Freeman,Le père,Charles Berling,La mère,Romane Bohringer,Le bébé,Jules Sitruk,,,,
